Site,LocationName,Time,Value,Quality,Approval,Qualifiers,Parameter,Unit
MK307635,Nukuhou at Glenholme Rd,30/01/2023 20:25,5.908042995,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 20:30,5.899573248,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 20:35,5.891103354,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 20:40,5.878898009,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 20:45,5.870029909,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 20:50,5.863654441,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 20:55,5.856460576,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 21:00,5.854251061,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 21:05,5.844567627,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 21:10,5.838209544,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 21:15,5.819001662,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 21:20,5.815144284,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 21:25,5.803002187,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 21:30,5.795421115,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 21:35,5.785366191,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 21:40,5.784823611,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 21:45,5.774363118,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 21:50,5.761018675,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 21:55,5.756764968,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 22:00,5.748384682,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 22:05,5.739190145,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 22:10,5.736592756,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 22:15,5.725346207,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 22:20,5.714520918,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 22:25,5.713569457,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 22:30,5.702753842,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 22:35,5.69605204,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 22:40,5.691819159,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 22:45,5.683074699,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 22:50,5.677609077,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 22:55,5.670104865,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 23:00,5.66096492,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 23:05,5.654284472,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 23:10,5.647607446,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 23:15,5.638074011,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 23:20,5.630996261,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 23:25,5.629238045,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 23:30,5.616449061,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 23:35,5.610608229,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 23:40,5.604361832,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 23:45,5.600969444,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 23:50,5.591067819,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,30/01/2023 23:55,5.586455979,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023,5.578596947,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 0:05,5.575216604,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 0:10,5.562074299,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 0:15,5.560726886,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 0:20,5.555317895,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 0:25,5.547071545,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 0:30,5.541668323,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 0:35,5.528560492,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 0:40,5.529651223,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 0:45,5.513723579,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 0:50,5.509955124,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 0:55,5.502137794,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 1:00,5.499986869,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 1:05,5.492180939,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 1:10,5.48801438,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 1:15,5.483843938,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 1:20,5.47604797,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 1:25,5.471482764,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 1:30,5.464900354,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 1:35,5.451871877,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 1:40,5.449331451,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 1:45,5.443969773,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 1:50,5.438207502,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 1:55,5.428426849,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 2:00,5.423878919,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 2:05,5.41732147,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 2:10,5.406753444,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 2:15,5.401410012,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 2:20,5.396068873,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 2:25,5.389526069,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 2:30,5.38419004,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 2:35,5.373650209,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 2:40,5.364721249,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 2:45,5.360591736,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 2:50,5.354072879,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 2:55,5.346752434,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 3:00,5.343033906,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 3:05,5.337717937,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 3:10,5.334002134,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 3:15,5.325895156,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 3:20,5.318990494,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 3:25,5.31209491,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 3:30,5.305995169,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 3:35,5.298305076,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 3:40,5.293804834,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 3:45,5.291694663,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 3:50,5.279245437,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 3:55,5.274354697,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 4:00,5.269068555,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 4:05,5.263387535,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 4:10,5.262071706,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 4:15,5.256393963,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 4:20,5.251909225,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 4:25,5.250197882,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 4:30,5.242548242,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 4:35,5.234111012,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 4:40,5.235170445,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 4:45,5.223576193,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 4:50,5.218307107,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 4:55,5.211468649,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 5:00,5.205419464,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 5:05,5.204505127,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 5:10,5.192150872,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 5:15,5.185322246,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 5:20,5.179286301,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 5:25,5.178373938,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 5:30,5.173129867,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 5:35,5.165529361,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 5:40,5.156747618,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 5:45,5.152300068,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 5:50,5.151783224,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 5:55,5.143016779,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 6:00,5.138181352,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 6:05,5.131776549,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 6:10,5.126945725,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 6:15,5.122901888,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 6:20,5.115720813,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 6:25,5.107373177,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 6:30,5.104898526,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 6:35,5.100078737,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 6:40,5.090959326,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 6:45,5.087314105,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 6:50,5.081333213,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 6:55,5.074568497,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 7:00,5.068198384,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 7:05,5.068466497,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 7:10,5.060542997,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 7:15,5.053790364,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 7:20,5.051717144,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 7:25,5.04380508,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 7:30,5.037841483,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 7:35,5.032270424,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 7:40,5.029037966,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 7:45,5.020747285,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 7:50,5.014411777,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 7:55,5.010401789,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 8:00,5.005237576,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 8:05,4.996964048,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 8:10,4.997230436,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 8:15,4.988967724,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 8:20,4.980705948,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 8:25,4.97516254,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 8:30,4.971558696,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 8:35,4.969887547,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 8:40,4.962031683,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 8:45,4.955336727,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 8:50,4.948645718,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 8:55,4.941963674,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 9:00,4.934894395,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 9:05,4.934386969,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 9:10,4.927327433,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 9:15,4.917573049,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 9:20,4.910519031,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 9:25,4.904624732,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 9:30,4.901428261,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 9:35,4.898227698,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 9:40,4.895033042,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 9:45,4.887229088,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 9:50,4.884801418,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 9:55,4.87776797,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 10:00,4.870743936,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 10:05,4.869471506,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 10:10,4.862447711,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 10:15,4.855433325,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 10:20,4.851862587,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 10:25,4.840647005,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 10:30,4.836698236,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 10:35,4.834669209,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 10:40,4.832252953,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 10:45,4.822963592,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 10:50,4.814446034,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 10:55,4.810888487,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 11:00,4.80848238,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 11:05,4.805313394,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 11:10,4.7983302,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 11:15,4.79402019,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 11:20,4.788187396,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 11:25,4.786543342,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 11:30,4.77538912,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 11:35,4.775269446,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 11:40,4.769832021,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 11:45,4.764392366,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 11:50,4.764272804,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 11:55,4.753521195,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 12:00,4.751882339,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 12:05,4.747590608,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 12:10,4.742541547,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 12:15,4.739391609,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 12:20,4.738134213,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 12:25,4.731572986,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 12:30,4.725394628,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 12:35,4.719598487,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 12:40,4.71305342,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 12:45,4.712934392,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 12:50,4.708653158,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 12:55,4.702114734,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 13:00,4.698220645,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 13:05,4.694700871,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 13:10,4.690059037,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 13:15,4.683899551,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 13:20,4.677376193,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 13:25,4.670474948,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 13:30,4.664336521,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 13:35,4.66346455,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 13:40,4.656948775,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 13:45,4.653071091,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 13:50,4.645057321,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 13:55,4.640808054,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 14:00,4.640313888,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 14:05,4.634939347,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 14:10,4.626944143,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 14:15,4.623077411,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 14:20,4.621833561,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 14:25,4.615343319,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 14:30,4.609606651,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 14:35,4.600132652,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 14:40,4.597024426,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 14:45,4.587935794,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 14:50,4.586696082,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 14:55,4.577990072,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 15:00,4.577125172,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 15:05,4.571409361,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 15:10,4.56010936,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 15:15,4.552538893,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 15:20,4.546836559,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 15:25,4.542626873,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 15:30,4.536929983,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 15:35,4.533468445,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 15:40,4.527776591,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 15:45,4.522459544,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 15:50,4.516402283,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 15:55,4.509610941,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 16:00,4.502077343,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 16:05,4.496036881,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 16:10,4.493325469,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 16:15,4.486544554,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 16:20,4.479402804,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 16:25,4.475590577,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 16:30,4.471035299,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 16:35,4.465382747,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 16:40,4.458250995,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 16:45,4.451862465,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 16:50,4.446953633,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 16:55,4.444260025,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 17:00,4.435305099,500,Approved,,Discharge,m^3/s
MK307635,Nukuhou at Glenholme Rd,31/01/2023 17:05,4.430404283,500,Approved,,Discharge,m^3/s
